instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
8870,2012-01-05,1,1,1,13,0,3,1,1,0.0555,0.0863,0.4397,0.0846,12,60,72
8871,2012-01-05,1,1,1,14,0,3,1,1,0.0675,0.0869,0.4528,0.075,20,93,113
8872,2012-01-05,1,1,1,15,0,3,1,1,0.0716,0.0919,0.4552,0.0798,46,215,261
8873,2012-01-05,1,1,1,16,0,3,1,1,0.0785,0.0764,0.4123,0.067,47,225,272
8874,2012-01-05,1,1,1,17,0,3,1,1,0.0545,0.0837,0.3817,0.0658,73,348,421
8875,2012-01-05,1,1,1,18,0,3,1,1,0.0475,0.0613,0.3922,0.0613,62,292,354
8876,2012-01-05,1,1,1,19,0,3,1,1,0.0556,0.0611,0.4261,0.1034,35,168,203
8877,2012-01-05,1,1,1,20,0,3,1,1,0.0765,0.0796,0.4422,0.1155,24,115,139
8878,2012-01-05,1,1,1,21,0,3,1,1,0.0471,0.0583,0.4488,0.0669,8,35,43
8879,2012-01-05,1,1,1,22,0,3,1,1,0.0536,0.0818,0.4539,0.0704,3,14,17
8880,2012-01-05,1,1,1,23,0,3,1,1,0.0688,0.0647,0.3694,0.0621,1,5,6
8881,2012-01-06,1,1,1,0,0,4,1,1,0.1302,0.147,0.3727,0.309,1,6,7
8882,2012-01-06,1,1,1,1,0,4,1,1,0.106,0.1526,0.383,0.2861,1,5,6
8883,2012-01-06,1,1,1,2,0,4,1,1,0.12,0.1643,0.4608,0.292,1,6,7
8884,2012-01-06,1,1,1,3,0,4,1,1,0.1201,0.137,0.4555,0.2566,2,9,11
8885,2012-01-06,1,1,1,4,0,4,1,1,0.1283,0.1424,0.4179,0.3007,8,32,40
8886,2012-01-06,1,1,1,5,0,4,1,1,0.1037,0.1594,0.412,0.2963,21,84,105
8887,2012-01-06,1,1,1,6,0,4,1,1,0.1291,0.1531,0.3858,0.2848,34,136,170
8888,2012-01-06,1,1,1,7,0,4,1,1,0.1314,0.149,0.3657,0.2546,57,231,288
8889,2012-01-06,1,1,1,8,0,4,1,1,0.1279,0.1509,0.4049,0.2752,53,215,268
8890,2012-01-06,1,1,1,9,0,4,1,1,0.124,0.1443,0.4593,0.2749,48,195,243
8891,2012-01-06,1,1,1,10,0,4,1,1,0.1254,0.1618,0.4587,0.2817,38,153,191
8892,2012-01-06,1,1,1,11,0,4,1,1,0.1433,0.1495,0.4008,0.3048,16,64,80
8893,2012-01-06,1,1,1,12,0,4,1,1,0.1212,0.1398,0.4336,0.2611,9,38,47
8894,2012-01-06,1,1,1,13,0,4,1,1,0.1366,0.1582,0.4633,0.2849,13,53,66
8895,2012-01-06,1,1,1,14,0,4,1,1,0.1431,0.1364,0.4024,0.299,28,116,144
8896,2012-01-06,1,1,1,15,0,4,1,1,0.1254,0.1517,0.3734,0.2926,52,210,262
8897,2012-01-06,1,1,1,16,0,4,1,1,0.1061,0.16,0.442,0.3021,58,235,293
8898,2012-01-06,1,1,1,17,0,4,1,1,0.1292,0.1696,0.4262,0.3037,91,369,460
8899,2012-01-06,1,1,1,18,0,4,1,1,0.1426,0.1535,0.4601,0.2694,75,303,378
8900,2012-01-06,1,1,1,19,0,4,1,1,0.1239,0.1674,0.3744,0.2938,50,203,253
8901,2012-01-06,1,1,1,20,0,4,1,1,0.1358,0.1387,0.4329,0.2611,22,87,109
8902,2012-01-06,1,1,1,21,0,4,1,1,0.1124,0.1538,0.4184,0.2588,10,42,52
8903,2012-01-06,1,1,1,22,0,4,1,1,0.1283,0.1702,0.4303,0.297,4,14,18
8904,2012-01-06,1,1,1,23,0,4,1,1,0.1285,0.1362,0.3887,0.2688,1,6,7
8905,2012-01-07,1,1,1,0,0,5,0,1,0.1377,0.1921,0.6157,0.1683,1,3,4
8906,2012-01-07,1,1,1,1,0,5,0,1,0.1534,0.1945,0.5712,0.1302,1,2,3
8907,2012-01-07,1,1,1,2,0,5,0,1,0.1516,0.2076,0.5382,0.1258,1,3,4
8908,2012-01-07,1,1,1,3,0,5,0,1,0.1551,0.1817,0.5576,0.1418,1,3,4
8909,2012-01-07,1,1,1,4,0,5,0,1,0.1317,0.213,0.6102,0.1201,1,3,4
8910,2012-01-07,1,1,1,5,0,5,0,1,0.1597,0.1894,0.6008,0.1618,3,9,12
8911,2012-01-07,1,1,1,6,0,5,0,1,0.1566,0.2065,0.5425,0.1728,6,17,23
8912,2012-01-07,1,1,1,7,0,5,0,1,0.1629,0.1954,0.5651,0.1681,14,40,54
8913,2012-01-07,1,1,1,8,0,5,0,1,0.1471,0.2059,0.6327,0.1332,21,61,82
8914,2012-01-07,1,1,1,9,0,5,0,1,0.152,0.1923,0.5877,0.1255,36,104,140
8915,2012-01-07,1,1,1,10,0,5,0,1,0.1562,0.1925,0.5374,0.1573,50,147,197
8916,2012-01-07,1,1,1,11,0,5,0,1,0.1599,0.2138,0.5759,0.1256,72,210,282
8917,2012-01-07,1,1,1,12,0,5,0,1,0.1487,0.2077,0.6341,0.1458,89,258,347
8918,2012-01-07,1,1,1,13,0,5,0,1,0.1493,0.2068,0.5603,0.1328,93,270,363
8919,2012-01-07,1,1,1,14,0,5,0,1,0.1503,0.1763,0.5714,0.1789,81,234,315
8920,2012-01-07,1,1,1,15,0,5,0,1,0.1499,0.2128,0.5463,0.1446,81,234,315
8921,2012-01-07,1,1,1,16,0,5,0,1,0.1378,0.1785,0.6027,0.1707,47,136,183
8922,2012-01-07,1,1,1,17,0,5,0,1,0.1328,0.1856,0.5758,0.1219,35,100,135
8923,2012-01-07,1,1,1,18,0,5,0,1,0.144,0.2075,0.6118,0.1438,25,74,99
8924,2012-01-07,1,1,1,19,0,5,0,1,0.1606,0.1739,0.6186,0.1604,12,36,48
8925,2012-01-07,1,1,1,20,0,5,0,1,0.1364,0.1751,0.5765,0.1255,5,14,19
8926,2012-01-07,1,1,1,21,0,5,0,1,0.1604,0.205,0.6142,0.1475,3,7,10
8927,2012-01-07,1,1,1,22,0,5,0,1,0.143,0.1979,0.5895,0.157,1,2,3
8928,2012-01-07,1,1,1,23,0,5,0,1,0.1479,0.174,0.5924,0.1328,1,3,4
8929,2012-01-08,1,1,1,0,0,6,0,1,0.0804,0.0899,0.606,0.3632,1,2,3
8930,2012-01-08,1,1,1,1,0,6,0,1,0.0632,0.0867,0.5955,0.3446,1,3,4
8931,2012-01-08,1,1,1,2,0,6,0,1,0.0789,0.0728,0.6432,0.3648,1,2,3
8932,2012-01-08,1,1,1,3,0,6,0,1,0.0713,0.0997,0.5671,0.3621,1,3,4
8933,2012-01-08,1,1,1,4,0,6,0,1,0.088,0.0962,0.5582,0.3127,1,2,3
8934,2012-01-08,1,1,1,5,0,6,0,1,0.0703,0.0825,0.6051,0.3604,3,8,11
8935,2012-01-08,1,1,1,6,0,6,0,1,0.0616,0.067,0.6147,0.3649,5,15,20
8936,2012-01-08,1,1,1,7,0,6,0,1,0.0667,0.0909,0.604,0.3583,11,34,45
8937,2012-01-08,1,1,1,8,0,6,0,1,0.0511,0.077,0.5695,0.363,24,74,98
8938,2012-01-08,1,1,1,9,0,6,0,1,0.0793,0.0921,0.5525,0.3287,29,89,118
8939,2012-01-08,1,1,1,10,0,6,0,1,0.0887,0.074,0.5829,0.3164,62,189,251
8940,2012-01-08,1,1,1,11,0,6,0,1,0.064,0.0663,0.5716,0.3498,71,213,284
8941,2012-01-08,1,1,1,12,0,6,0,1,0.0829,0.0854,0.5445,0.3389,86,259,345
8942,2012-01-08,1,1,1,13,0,6,0,1,0.0658,0.0826,0.6317,0.3656,95,285,380
8943,2012-01-08,1,1,1,14,0,6,0,1,0.0534,0.0898,0.6134,0.3632,73,219,292
8944,2012-01-08,1,1,1,15,0,6,0,1,0.0765,0.0913,0.6365,0.357,66,201,267
8945,2012-01-08,1,1,1,16,0,6,0,1,0.0545,0.072,0.5663,0.3346,53,161,214
8946,2012-01-08,1,1,1,17,0,6,0,1,0.0689,0.0706,0.6058,0.3345,33,99,132
8947,2012-01-08,1,1,1,18,0,6,0,1,0.0776,0.0942,0.5464,0.3682,24,74,98
8948,2012-01-08,1,1,1,19,0,6,0,1,0.0784,0.1036,0.5811,0.3506,14,40,54
8949,2012-01-08,1,1,1,20,0,6,0,1,0.0853,0.0924,0.6321,0.351,6,17,23
8950,2012-01-08,1,1,1,21,0,6,0,1,0.0627,0.0767,0.6099,0.3507,2,6,8
8951,2012-01-08,1,1,1,22,0,6,0,1,0.06,0.0822,0.5895,0.3292,1,2,3
8952,2012-01-08,1,1,1,23,0,6,0,1,0.0728,0.0856,0.62,0.3526,1,2,3
8953,2012-01-09,1,1,1,0,0,0,1,1,0.063,0.0421,0.4953,0.138,1,5,6
8954,2012-01-09,1,1,1,1,0,0,1,1,0.049,0.0431,0.4985,0.0999,1,5,6
8955,2012-01-09,1,1,1,2,0,0,1,1,0.0732,0.0416,0.5469,0.1126,1,6,7
8956,2012-01-09,1,1,1,3,0,0,1,1,0.0829,0.0262,0.5295,0.1281,2,8,10
8957,2012-01-09,1,1,1,4,0,0,1,1,0.067,0.0354,0.5475,0.1486,8,31,39
8958,2012-01-09,1,1,1,5,0,0,1,1,0.0467,0.0518,0.5267,0.1255,17,69,86
8959,2012-01-09,1,1,1,6,0,0,1,1,0.0729,0.0366,0.5095,0.1111,36,145,181
8960,2012-01-09,1,1,1,7,0,0,1,1,0.0689,0.037,0.4968,0.1378,48,197,245
8961,2012-01-09,1,1,1,8,0,0,1,1,0.0488,0.0443,0.4796,0.1284,55,226,281
8962,2012-01-09,1,1,1,9,0,0,1,1,0.08,0.0242,0.5559,0.1105,45,182,227
8963,2012-01-09,1,1,1,10,0,0,1,1,0.0737,0.0408,0.4921,0.1408,36,149,185
8964,2012-01-09,1,1,1,11,0,0,1,1,0.0485,0.0498,0.5152,0.12,20,82,102
8965,2012-01-09,1,1,1,12,0,0,1,1,0.0483,0.0514,0.5661,0.1003,11,46,57
8966,2012-01-09,1,1,1,13,0,0,1,1,0.0645,0.0462,0.5679,0.1555,13,55,68
8967,2012-01-09,1,1,1,14,0,0,1,1,0.0609,0.0354,0.5157,0.1447,24,97,121
8968,2012-01-09,1,1,1,15,0,0,1,1,0.0516,0.0491,0.5238,0.1369,50,203,253
8969,2012-01-09,1,1,1,16,0,0,1,1,0.0546,0.0341,0.5197,0.1382,71,288,359
8970,2012-01-09,1,1,1,17,0,0,1,1,0.0843,0.0635,0.5185,0.1043,90,369,459
8971,2012-01-09,1,1,1,18,0,0,1,1,0.0808,0.0431,0.5506,0.1168,63,256,319
8972,2012-01-09,1,1,1,19,0,0,1,1,0.0472,0.0532,0.519,0.1029,51,206,257
8973,2012-01-09,1,1,1,20,0,0,1,1,0.058,0.0527,0.5526,0.098,27,109,136
8974,2012-01-09,1,1,1,21,0,0,1,1,0.0582,0.0321,0.5309,0.1408,9,37,46
8975,2012-01-09,1,1,1,22,0,0,1,1,0.0733,0.0338,0.5013,0.1073,3,14,17
8976,2012-01-09,1,1,1,23,0,0,1,1,0.0475,0.0341,0.5004,0.1344,1,6,7
8977,2012-01-10,1,1,1,0,0,1,1,1,0.1238,0.1217,0.5466,0.4283,1,5,6
8978,2012-01-10,1,1,1,1,0,1,1,1,0.1335,0.1168,0.5421,0.4336,1,5,6
8979,2012-01-10,1,1,1,2,0,1,1,1,0.1224,0.1252,0.4941,0.4068,1,6,7
8980,2012-01-10,1,1,1,3,0,1,1,1,0.1251,0.128,0.5166,0.3987,2,7,9
8981,2012-01-10,1,1,1,4,0,1,1,1,0.1137,0.1115,0.4741,0.4505,7,26,33
8982,2012-01-10,1,1,1,5,0,1,1,1,0.1281,0.0907,0.526,0.4451,20,76,96
8983,2012-01-10,1,1,1,6,0,1,1,1,0.1138,0.1025,0.5092,0.4327,28,104,132
8984,2012-01-10,1,1,1,7,0,1,1,1,0.1022,0.0925,0.5059,0.412,51,192,243
8985,2012-01-10,1,1,1,8,0,1,1,1,0.1266,0.109,0.4551,0.4417,56,210,266
8986,2012-01-10,1,1,1,9,0,1,1,1,0.13,0.0927,0.4759,0.3983,46,172,218
8987,2012-01-10,1,1,1,10,0,1,1,1,0.1306,0.122,0.4871,0.4067,26,97,123
8988,2012-01-10,1,1,1,11,0,1,1,1,0.1046,0.1109,0.5098,0.4455,18,66,84
8989,2012-01-10,1,1,1,12,0,1,1,1,0.1321,0.0974,0.5334,0.4,9,32,41
8990,2012-01-10,1,1,1,13,0,1,1,1,0.1181,0.1006,0.4874,0.4448,11,39,50
8991,2012-01-10,1,1,1,14,0,1,1,1,0.1044,0.0913,0.4726,0.452,28,108,136
8992,2012-01-10,1,1,1,15,0,1,1,1,0.123,0.0953,0.5142,0.3944,49,187,236
8993,2012-01-10,1,1,1,16,0,1,1,1,0.1324,0.1232,0.4929,0.4331,80,303,383
8994,2012-01-10,1,1,1,17,0,1,1,1,0.1146,0.1008,0.4764,0.4185,75,285,360
8995,2012-01-10,1,1,1,18,0,1,1,1,0.1316,0.0933,0.4764,0.425,79,298,377
8996,2012-01-10,1,1,1,19,0,1,1,1,0.1125,0.1255,0.523,0.4116,40,153,193
8997,2012-01-10,1,1,1,20,0,1,1,1,0.1009,0.1014,0.4671,0.4395,29,110,139
8998,2012-01-10,1,1,1,21,0,1,1,1,0.1045,0.1104,0.5063,0.4176,9,36,45
8999,2012-01-10,1,1,1,22,0,1,1,1,0.1122,0.1177,0.5322,0.441,3,11,14
9000,2012-01-10,1,1,1,23,0,1,1,1,0.1372,0.1258,0.4859,0.3942,1,5,6
9001,2012-01-11,1,1,1,0,0,2,1,2,0.1162,0.095,0.7414,0.4394,1,3,4
9002,2012-01-11,1,1,1,1,0,2,1,2,0.1221,0.0771,0.782,0.4232,1,4,5
9003,2012-01-11,1,1,1,2,0,2,1,2,0.1164,0.0768,0.7235,0.4071,1,4,5
9004,2012-01-11,1,1,1,3,0,2,1,2,0.0975,0.0766,0.6877,0.4462,2,9,11
9005,2012-01-11,1,1,1,4,0,2,1,2,0.1164,0.0848,0.7396,0.4406,5,23,28
9006,2012-01-11,1,1,1,5,0,2,1,2,0.0925,0.0955,0.7592,0.3962,11,49,60
9007,2012-01-11,1,1,1,6,0,2,1,2,0.1124,0.0773,0.7051,0.4092,22,99,121
9008,2012-01-11,1,1,1,7,0,2,1,2,0.1215,0.0749,0.6991,0.4274,26,121,147
9009,2012-01-11,1,1,1,8,0,2,1,2,0.0854,0.0903,0.7622,0.3914,43,198,241
9010,2012-01-11,1,1,1,9,0,2,1,2,0.0976,0.0713,0.7316,0.4349,32,145,177
9011,2012-01-11,1,1,1,10,0,2,1,2,0.1037,0.0949,0.7432,0.4433,20,94,114
9012,2012-01-11,1,1,1,11,0,2,1,2,0.1094,0.0737,0.6848,0.3904,11,53,64
9013,2012-01-11,1,1,1,12,0,2,1,2,0.1113,0.0904,0.6853,0.3917,7,30,37
9014,2012-01-11,1,1,1,13,0,2,1,2,0.0877,0.0601,0.7503,0.4358,9,39,48
9015,2012-01-11,1,1,1,14,0,2,1,2,0.0934,0.0819,0.7009,0.4344,20,91,111
9016,2012-01-11,1,1,1,15,0,2,1,2,0.1079,0.0868,0.7685,0.4052,33,151,184
9017,2012-01-11,1,1,1,16,0,2,1,2,0.1062,0.0855,0.7668,0.4387,40,184,224
9018,2012-01-11,1,1,1,17,0,2,1,2,0.1213,0.0932,0.761,0.3913,46,212,258
9019,2012-01-11,1,1,1,18,0,2,1,2,0.0985,0.0692,0.7553,0.4204,44,203,247
9020,2012-01-11,1,1,1,19,0,2,1,2,0.1103,0.0624,0.7268,0.3962,30,140,170
9021,2012-01-11,1,1,1,20,0,2,1,2,0.1104,0.0697,0.7684,0.4024,17,76,93
9022,2012-01-11,1,1,1,21,0,2,1,2,0.0827,0.0616,0.7499,0.4008,7,33,40
9023,2012-01-11,1,1,1,22,0,2,1,2,0.1195,0.0972,0.778,0.4147,2,10,12
9024,2012-01-11,1,1,1,23,0,2,1,2,0.1145,0.0599,0.718,0.4042,1,3,4
9025,2012-01-12,1,1,1,0,0,3,1,1,0.202,0.1669,0.4089,0.3707,1,5,6
9026,2012-01-12,1,1,1,1,0,3,1,1,0.2043,0.158,0.4378,0.3937,1,4,5
9027,2012-01-12,1,1,1,2,0,3,1,1,0.2016,0.1641,0.4463,0.3461,1,4,5
9028,2012-01-12,1,1,1,3,0,3,1,1,0.1925,0.1653,0.425,0.3866,2,6,8
9029,2012-01-12,1,1,1,4,0,3,1,1,0.2135,0.1734,0.424,0.3545,6,26,32
9030,2012-01-12,1,1,1,5,0,3,1,1,0.18,0.1609,0.4333,0.3596,14,54,68
9031,2012-01-12,1,1,1,6,0,3,1,1,0.2076,0.1666,0.3654,0.3475,31,124,155
9032,2012-01-12,1,1,1,7,0,3,1,1,0.1833,0.172,0.4169,0.3942,34,137,171
9033,2012-01-12,1,1,1,8,0,3,1,1,0.1885,0.1771,0.3802,0.3659,52,205,257
9034,2012-01-12,1,1,1,9,0,3,1,1,0.177,0.1869,0.387,0.3952,33,130,163
9035,2012-01-12,1,1,1,10,0,3,1,1,0.1782,0.1788,0.3705,0.382,27,105,132
9036,2012-01-12,1,1,1,11,0,3,1,1,0.1823,0.1811,0.4406,0.3676,14,58,72
9037,2012-01-12,1,1,1,12,0,3,1,1,0.189,0.161,0.3907,0.3903,10,40,50
9038,2012-01-12,1,1,1,13,0,3,1,1,0.1879,0.1668,0.4201,0.3411,13,51,64
9039,2012-01-12,1,1,1,14,0,3,1,1,0.2062,0.1733,0.452,0.3761,23,90,113
9040,2012-01-12,1,1,1,15,0,3,1,1,0.2017,0.1764,0.4557,0.3906,39,154,193
9041,2012-01-12,1,1,1,16,0,3,1,1,0.187,0.1917,0.4104,0.3803,62,248,310
9042,2012-01-12,1,1,1,17,0,3,1,1,0.202,0.1901,0.434,0.3887,77,306,383
9043,2012-01-12,1,1,1,18,0,3,1,1,0.2062,0.1643,0.4132,0.3626,61,241,302
9044,2012-01-12,1,1,1,19,0,3,1,1,0.1741,0.1741,0.4273,0.3614,41,162,203
9045,2012-01-12,1,1,1,20,0,3,1,1,0.1819,0.1759,0.4017,0.3892,20,77,97
9046,2012-01-12,1,1,1,21,0,3,1,1,0.178,0.1647,0.3943,0.3714,7,29,36
9047,2012-01-12,1,1,1,22,0,3,1,1,0.1908,0.1755,0.44,0.3683,3,13,16
9048,2012-01-12,1,1,1,23,0,3,1,1,0.2078,0.1687,0.3912,0.3909,1,5,6
9049,2012-01-13,1,1,1,0,0,4,1,3,0.1562,0.1466,0.6543,0.3311,2,5,7
9050,2012-01-13,1,1,1,1,0,4,1,3,0.1597,0.1486,0.6738,0.3709,2,5,7
9051,2012-01-13,1,1,1,2,0,4,1,3,0.1525,0.1296,0.5867,0.3542,1,4,5
9052,2012-01-13,1,1,1,3,0,4,1,3,0.1497,0.1185,0.6337,0.3283,3,9,12
9053,2012-01-13,1,1,1,4,0,4,1,3,0.1598,0.1257,0.6262,0.3628,8,29,37
9054,2012-01-13,1,1,1,5,0,4,1,3,0.1557,0.1519,0.58,0.3724,16,54,70
9055,2012-01-13,1,1,1,6,0,4,1,3,0.1387,0.1468,0.6417,0.3388,30,105,135
9056,2012-01-13,1,1,1,7,0,4,1,3,0.1677,0.1215,0.6206,0.3725,55,191,246
9057,2012-01-13,1,1,1,8,0,4,1,3,0.1636,0.1302,0.6165,0.3405,58,202,260
9058,2012-01-13,1,1,1,9,0,4,1,3,0.143,0.1313,0.6159,0.3362,47,162,209
9059,2012-01-13,1,1,1,10,0,4,1,3,0.1302,0.1306,0.6026,0.3787,37,130,167
9060,2012-01-13,1,1,1,11,0,4,1,3,0.1294,0.1191,0.5749,0.3206,22,76,98
9061,2012-01-13,1,1,1,12,0,4,1,3,0.1547,0.1141,0.5831,0.3269,11,40,51
9062,2012-01-13,1,1,1,13,0,4,1,3,0.1522,0.1393,0.6295,0.3665,12,43,55
9063,2012-01-13,1,1,1,14,0,4,1,3,0.1604,0.1483,0.6191,0.3529,24,82,106
9064,2012-01-13,1,1,1,15,0,4,1,3,0.1611,0.136,0.632,0.3243,62,215,277
9065,2012-01-13,1,1,1,16,0,4,1,3,0.1596,0.1228,0.6638,0.3644,90,311,401
9066,2012-01-13,1,1,1,17,0,4,1,3,0.1663,0.1227,0.6369,0.3577,89,308,397
9067,2012-01-13,1,1,1,18,0,4,1,3,0.1421,0.1176,0.6722,0.3697,87,302,389
9068,2012-01-13,1,1,1,19,0,4,1,3,0.1631,0.1431,0.6277,0.3392,42,146,188
9069,2012-01-13,1,1,1,20,0,4,1,3,0.1467,0.1217,0.6262,0.3678,23,80,103
9070,2012-01-13,1,1,1,21,0,4,1,3,0.1339,0.1511,0.6695,0.3586,12,44,56
9071,2012-01-13,1,1,1,22,0,4,1,3,0.143,0.1429,0.6628,0.3639,4,16,20
9072,2012-01-13,1,1,1,23,0,4,1,3,0.1602,0.1156,0.6395,0.3473,2,5,7
9073,2012-01-14,1,1,1,0,0,5,0,2,0.0728,0.1003,0.4565,0.2823,1,3,4
9074,2012-01-14,1,1,1,1,0,5,0,2,0.0717,0.1067,0.4918,0.297,1,4,5
9075,2012-01-14,1,1,1,2,0,5,0,2,0.0737,0.0804,0.4949,0.2861,1,3,4
9076,2012-01-14,1,1,1,3,0,5,0,2,0.0644,0.0883,0.5049,0.2595,1,3,4
9077,2012-01-14,1,1,1,4,0,5,0,2,0.0613,0.0995,0.5113,0.2932,1,5,6
9078,2012-01-14,1,1,1,5,0,5,0,2,0.0894,0.073,0.4775,0.2978,3,10,13
9079,2012-01-14,1,1,1,6,0,5,0,2,0.0813,0.0842,0.4672,0.2892,8,23,31
9080,2012-01-14,1,1,1,7,0,5,0,2,0.0658,0.0964,0.4309,0.2546,15,45,60
9081,2012-01-14,1,1,1,8,0,5,0,2,0.0825,0.0862,0.5148,0.2861,29,83,112
9082,2012-01-14,1,1,1,9,0,5,0,2,0.0779,0.0696,0.4958,0.3105,38,111,149
9083,2012-01-14,1,1,1,10,0,5,0,2,0.08,0.0805,0.5011,0.3009,59,172,231
9084,2012-01-14,1,1,1,11,0,5,0,2,0.0898,0.0749,0.507,0.3074,94,274,368
9085,2012-01-14,1,1,1,12,0,5,0,2,0.0792,0.0821,0.5262,0.2935,112,327,439
9086,2012-01-14,1,1,1,13,0,5,0,2,0.0807,0.0874,0.5079,0.3046,94,273,367
9087,2012-01-14,1,1,1,14,0,5,0,2,0.0729,0.086,0.4343,0.2627,93,271,364
9088,2012-01-14,1,1,1,15,0,5,0,2,0.0641,0.0822,0.4799,0.3014,100,291,391
9089,2012-01-14,1,1,1,16,0,5,0,2,0.0767,0.086,0.45,0.3085,79,230,309
9090,2012-01-14,1,1,1,17,0,5,0,2,0.0942,0.0698,0.4756,0.2927,55,161,216
9091,2012-01-14,1,1,1,18,0,5,0,2,0.0599,0.0958,0.4546,0.2994,33,97,130
9092,2012-01-14,1,1,1,19,0,5,0,2,0.0926,0.0988,0.4541,0.261,17,51,68
9093,2012-01-14,1,1,1,20,0,5,0,2,0.0637,0.0902,0.5206,0.2802,8,25,33
9094,2012-01-14,1,1,1,21,0,5,0,2,0.0787,0.1061,0.4819,0.2828,3,10,13
9095,2012-01-14,1,1,1,22,0,5,0,2,0.0763,0.0793,0.4473,0.2865,1,3,4
9096,2012-01-14,1,1,1,23,0,5,0,2,0.0864,0.0999,0.4886,0.2715,1,3,4
9097,2012-01-15,1,1,1,0,0,6,0,1,0.1593,0.1565,0.6589,0.0676,1,2,3
9098,2012-01-15,1,1,1,1,0,6,0,1,0.1524,0.1409,0.6519,0.0698,1,2,3
9099,2012-01-15,1,1,1,2,0,6,0,1,0.1588,0.1703,0.6317,0.0758,1,3,4
9100,2012-01-15,1,1,1,3,0,6,0,1,0.1713,0.1748,0.6157,0.0577,1,3,4
9101,2012-01-15,1,1,1,4,0,6,0,1,0.1383,0.1428,0.6803,0.094,1,2,3
9102,2012-01-15,1,1,1,5,0,6,0,1,0.157,0.1766,0.651,0.0618,2,7,9
9103,2012-01-15,1,1,1,6,0,6,0,1,0.1675,0.1493,0.6957,0.0598,7,21,28
9104,2012-01-15,1,1,1,7,0,6,0,1,0.1575,0.1423,0.625,0.0763,14,42,56
9105,2012-01-15,1,1,1,8,0,6,0,1,0.1504,0.1488,0.6606,0.1049,26,78,104
9106,2012-01-15,1,1,1,9,0,6,0,1,0.1583,0.1674,0.6309,0.1091,44,134,178
9107,2012-01-15,1,1,1,10,0,6,0,1,0.1718,0.1611,0.6858,0.0916,47,140,187
9108,2012-01-15,1,1,1,11,0,6,0,1,0.1694,0.1451,0.6869,0.0886,88,266,354
9109,2012-01-15,1,1,1,12,0,6,0,1,0.1602,0.1405,0.7064,0.0608,71,216,287
9110,2012-01-15,1,1,1,13,0,6,0,1,0.164,0.1608,0.6693,0.0908,84,256,340
9111,2012-01-15,1,1,1,14,0,6,0,1,0.1559,0.1453,0.6463,0.0711,104,316,420
9112,2012-01-15,1,1,1,15,0,6,0,1,0.1452,0.1391,0.6169,0.1114,81,245,326
9113,2012-01-15,1,1,1,16,0,6,0,1,0.1582,0.1636,0.6381,0.0619,65,196,261
9114,2012-01-15,1,1,1,17,0,6,0,1,0.1735,0.1519,0.6987,0.0782,35,104,139
9115,2012-01-15,1,1,1,18,0,6,0,1,0.1732,0.1393,0.6938,0.1041,28,83,111
9116,2012-01-15,1,1,1,19,0,6,0,1,0.1407,0.1596,0.6192,0.0565,11,35,46
9117,2012-01-15,1,1,1,20,0,6,0,1,0.1522,0.1564,0.6494,0.0567,6,19,25
9118,2012-01-15,1,1,1,21,0,6,0,1,0.1477,0.1374,0.6147,0.104,2,7,9
9119,2012-01-15,1,1,1,22,0,6,0,1,0.159,0.1588,0.6943,0.0678,1,3,4
9120,2012-01-15,1,1,1,23,0,6,0,1,0.1746,0.1733,0.6798,0.0663,1,2,3
9121,2012-01-16,1,1,1,0,0,0,1,2,0.167,0.1359,0.5746,0.4012,1,4,5
9122,2012-01-16,1,1,1,1,0,0,1,2,0.1642,0.1583,0.6327,0.3972,1,4,5
9123,2012-01-16,1,1,1,2,0,0,1,2,0.1496,0.1493,0.6162,0.4129,1,4,5
9124,2012-01-16,1,1,1,3,0,0,1,2,0.1607,0.1249,0.6292,0.4127,2,6,8
9125,2012-01-16,1,1,1,4,0,0,1,2,0.1415,0.1556,0.6633,0.43,5,23,28
9126,2012-01-16,1,1,1,5,0,0,1,2,0.1415,0.1284,0.568,0.4217,16,68,84
9127,2012-01-16,1,1,1,6,0,0,1,2,0.1674,0.161,0.6345,0.3795,25,105,130
9128,2012-01-16,1,1,1,7,0,0,1,2,0.1409,0.1389,0.6356,0.3859,39,162,201
9129,2012-01-16,1,1,1,8,0,0,1,2,0.1677,0.1496,0.5797,0.4101,41,171,212
9130,2012-01-16,1,1,1,9,0,0,1,2,0.1531,0.1373,0.5754,0.3849,41,173,214
9131,2012-01-16,1,1,1,10,0,0,1,2,0.1677,0.1391,0.6071,0.3731,22,92,114
9132,2012-01-16,1,1,1,11,0,0,1,2,0.1656,0.1461,0.6589,0.4141,14,57,71
9133,2012-01-16,1,1,1,12,0,0,1,2,0.1521,0.137,0.6492,0.417,10,42,52
9134,2012-01-16,1,1,1,13,0,0,1,2,0.1627,0.1403,0.6547,0.4204,10,41,51
9135,2012-01-16,1,1,1,14,0,0,1,2,0.1441,0.1522,0.6291,0.3962,22,90,112
9136,2012-01-16,1,1,1,15,0,0,1,2,0.1717,0.1285,0.5957,0.4243,43,179,222
9137,2012-01-16,1,1,1,16,0,0,1,2,0.1467,0.1556,0.5782,0.3799,57,236,293
9138,2012-01-16,1,1,1,17,0,0,1,2,0.1386,0.132,0.6631,0.4311,61,254,315
9139,2012-01-16,1,1,1,18,0,0,1,2,0.1451,0.1353,0.5675,0.3808,51,213,264
